# Protein-1,# Protein-2
RSK1,HRAS
RSK1,MITF
RSK1,NRAS
RSK1,PRKAR2A
RSK1,SH3GL2
RSK3,AP2A1
RSK3,AP2B1
RSK3,CREBBP
RSK3,EIF4E
RSK3,FOS
RSK3,HRAS
RSK3,NRAS
RSK3,PRKCA
RSK3,SH3GL2
RTKN,AKT1
RTKN,CDC42
RTKN,PAK1
RTKN,PKN1
RTKN,RAC1
RTKN,RHOA
RTKN,SNX2
RUVBL1,TBP
SAM68,CD44
SAM68,CRK
SAM68,CSK
SAM68,FYN
SAM68,GRB10
SAM68,GRB2
SAM68,LYN
SAM68,PIK3R1
SAM68,PIK3R2
SAM68,PLCG1
SAM68,PRMT1
SAM68,SRC
SAM68,STAT3
SAP97,ADAM10
SAP97,CAMK2B
SAP97,PTEN
SAP97,SRC
SAP97,UBE3A
SCF,APH1A
SCF,BRCA1
SCF,BTRC
SCF,CTNNB1
SCF,CUL1
SCF,FBXW7
SCF,GLI1
SCF,GSK3B
SCF,RBX1
SCF,SKP1
SCF,SKP2
SCF,UBE2L3
SENP1,HDAC1
SENP1,LRP5
SENP1,PIAS1
SENP1,PIAS4
SENP1,PML
SENP1,RNF4
SENP1,SUMO1
SENP1,SUMO2
SF1,APC
SH2D3C,BCAR1
SH2D3C,EIF4E
SH2D3C,G3BP2
SH2D3C,SRC
SHC1,SRC
SHIP,CRKL
SHIP,DOK1
SHIP,GRB2
SHIP,HRAS
SHIP,JAK1
SHIP,LYN
SHIP,MET
SHIP,PIK3C2B
SHIP,PIK3CB
SHIP,PIK3R1
SHIP,PIK3R2
SHIP,PIK3R3
SHIP,PRKCB
SHIP,PTEN
SHIP,RAF1
SHIP,SHC1
SHIP2,AKT1
SHIP2,AKT2
SHIP2,BCAR1
SHIP2,CRK
SHIP2,EGFR
SHIP2,GAB2
SHIP2,GRB2
SHIP2,MET
SHIP2,PIK3R1
SHIP2,PIK3R2
SHIP2,PLCE1
SHIP2,PLCG1
SHIP2,PLCG2
SHIP2,PTEN
SHIP2,SHC1
SHIP2,SRC
SHOC2,PAPOLA
SHP2,AKT1
SHP2,EGFR
SHP2,ERBB2
SHP2,FYN
SHP2,GAB2
SHP2,GRB2
SHP2,HRAS
SHP2,JAK1
SHP2,JAK2
SHP2,KIT
SHP2,MET
SHP2,NRAS
SHP2,PIK3R1
SHP2,PIK3R2
SHP2,PTK2
SHP2,PXN
SHP2,STAT1
SHP2,STAT3
SIN3A,SMARCC2
SIN3A,SPEN
SIN3A,YY1
SINK,AKT1
SINK,AKT2
SINK,ATF2
SINK,ATF3
SINK,PPP2CA
SINK,RELA
SKP1,AXIN1
SKP1,BTRC
SKP1,CCNA2
SKP1,CDKN1A
SKP1,CTNNB1
SKP1,FBXW7
SKP1,NFKB1
SKP1,PSMC2
SKP1,PSMD12
SKP1,RBX1
SKP1,SKP2
SMAD2,NCOA3
SMAD2,NUP153
SMAD2,NUP214
SMAD2,RAN
SMAD2,SMAD3
SMAD2,SMAD4
SMAD2,SMURF2
SMAD2,SPEN
SMAD2,STAT1
SMAD2,STAT2
SMAD2,STAT3
SMAD2,STUB1
SMAD2,TCF3
SMAD2,TCF8
SMAD2,TGFB1
SMAD2,TGFBR2
SMAD2,TP53
SMAD2,VIM
SMAD2,YY1
SMAD2,ZFHX1B
SMAD3,CAMK2A
SMAD3,CREBBP
SMAD3,NCOA3
SMAD3,NUP153
SMAD3,NUP214
SMAD3,RAN
SMAD3,SMAD4
SMAD3,SMURF2
SMAD3,SPEN
SMAD3,STAT1
SMAD3,STAT2
SMAD3,STAT3
SMAD3,STUB1
SMAD3,TCF3
SMAD3,TCF8
SMAD3,TGFB1
SMAD3,TGFBR2
SMAD3,TP53
SMAD3,ZFHX1B
SMAD4,SMURF2
SMAD4,STAT1
SMAD4,TCF3
SMAD4,TGFB1
SMAD4,TP53
SMARCB1,CCND1
SMARCB1,CCNE1
SMARCB1,CDKN1A
SMARCB1,HDAC1
SMARCB1,MYC
SMARCB1,NCOR1
SMARCB1,SIN3A
SMARCB1,SMARCA4
SMARCB1,SMARCC1
SMARCB1,SMARCC2
SMARCB1,SMARCE1
SMARCB1,TP53
SMARCB1,VIM
SMARCC1,CREBBP
SMARCC1,HDAC1
SMARCC1,HDAC2
SMARCC1,HDAC6
SMARCC1,LEF1
SMARCC1,NCOR1
SMARCC1,SMARCA4
SMARCC1,TCF8
SMARCC2,SMARCA4
SMARCC2,SMARCC1
SMARCC2,TBP
SMOH,ABL1
SMOH,ARRB1
SMOH,ARRB2
SMOH,CCND1
SMOH,CSNK1A1
SMOH,GAS1
SMOH,GLI1
SMOH,HHIP
SMOH,NUMB
SMOH,PRKAR2A
SMOH,STK36
SMRT,CTBP1
SMRT,NCOR1
SMRT,SIN3A
SMURF1,CAV1
SMURF1,CDC42
SMURF1,EGFR
SMURF1,HDAC1
SMURF1,KIT
SMURF1,MET
SMURF1,PML
SMURF1,RHOA
SMURF1,SMAD2
SMURF1,SMAD3
SMURF1,SMAD4
SMURF1,SMURF2
SMURF1,TGFBR2
SMURF2,CREBBP
SMURF2,NUP214
SMURF2,RAN
SNW1,CDK9
SNW1,CREBBP
SNW1,MYC
SNW1,NOTCH2
SNW1,NOTCH3
SNW1,RBL2
SNW1,SMAD2
SNW1,SMAD3
SNX1,EGFR
SNX1,EPS15
SNX1,HGS
SNX1,RAC1
SNX1,SNX2
SNX1,SNX6
SNX4,ABL1
SNX4,AKT1
SNX4,CDK9
SNX4,CSK
SNX4,FGR
SNX4,FYN
SNX4,JAK1
SNX4,JAK2
SNX4,LYN
SNX4,RIPK1
SNX4,SOS2
SNX4,SRC
SNX6,JAK1
SOCS5,STAT5B
SODD,BAG1
SODD,DAXX
SODD,FADD
SODD,HSPA8
SODD,NFKB1
SODD,NKIRAS2
SODD,PPP2R2A
SODD,PSMD3
SODD,RIPK1
SODD,STUB1
SODD,TRADD
SODD,TRAF1
SODD,TRAF2
SOS2,WASL
SPEN,STAT1
SPEN,TCF3
SPRY2,LRP1
SRC,APC
SRC,CREBBP
SRC,STAT1
SRC,STAT2
SRC,STAT3
SRC,STAT5B
SRC,VAV2
SRC,WASL
STAMBPL1,CLTC
STAMBPL1,COPS5
STAMBPL1,GRB2
STAMBPL1,SMAD2
STAT1,ABL1
STAT1,NCOA3
STAT1,PAPOLA
STAT1,RAC1
STAT1,RAN
STAT1,RELB
STAT1,STAT2
STAT1,STAT3
STAT1,STAT5B
STAT1,TCF3
STAT1,TP53
STAT2,ABL1
STAT2,STAT3
STAT2,STAT5B
STAT2,TCF3
STAT3,CCND1
STAT3,MYC
STAT3,PIAS3
STAT3,RAC1
STAT5B,ABL1
STAT5B,CREBBP
STAT5B,NUP153
STAT5B,RAC1
STAT5B,STAT3
STAT5B,TGFB1
STAT5B,TRADD
STAT5B,VAV3
STEP,FYN
STEP,MAPK14
STK36,CDK9
STK36,GLI1
STK36,HHIP
STUB1,TGFB1
SUMO1,SMARCA4
SUMO1,SUMO2
SUMO1,ZNF259
SVIL,APC
SVIL,TRADD
SVIL,WASL
T2BP,DVL2
T2BP,NFKB1
T2BP,SMURF2
T2BP,TRADD
T2BP,TRAF2
T2BP,TRAF3
T2BP,TRAF5
TAB1,HIPK2
TAB1,IKBKG
TAB1,RIPK1
TAB1,TAB2
TAB1,TGFBR2
TAB1,TRADD
TAB1,TRAF2
TAB2,HIPK2
TAB2,IKBKG
TAB2,NCOR1
TAB2,NFKB1
TAB2,NLK
TAB2,RIPK1
TAB2,TGFBR2
TAB2,TRADD
TAB2,TRAF2
TAK1,TAB1
TAK1,TAB2
TAK1,TRAF2
TBK1,WASL
TBP,SMARCA4
TBP,SMARCB1
TBPIP,BRCA1
TBPIP,CCNB2
TBPIP,PSMC3
TCF3,CREBBP
TCF3,STAT3
TCF3,TCF12
TCF3,TCF4
TCF3,TP53
TCF4,CREBBP
TCF4,TCF12
TCF8,CREBBP
TCF8,ZFHX1B
TCF12,CREBBP
TGFB1,RAN
TGFB1,TGFB3
TGFB1,TGFBR2
TGFBR2,CREBBP
TGFBRAP1,NCOR1
TGFBRAP1,SMAD2
TGFBRAP1,SMAD3
TGFBRAP1,SMAD4
TGFBRAP1,TGFB1
TGFBRAP1,TGFBR2
TGFBRAP1,TRAF1
TIEG2,FAF1
TIEG2,HDAC6
TIP1,CTNNB1
TIP1,RTKN
TIP60,APP
TIP60,FANCD2
TIP60,HDAC1
TIP60,MYC
TIP60,NCOR1
TIP60,NFKB1
TIP60,RUVBL1
TIP60,STAT3
TIP60,TP53
TNAP,TRAF2
TNAP,TRAF3
TNIP1,NFKB1
TNIP1,TRAF1
TP53,COPS5
TP53,NUP153
TP53,RAN
TP53,RELB
TRADD,CREBBP
TRADD,STAT3
TRADD,TRAF1
TRADD,TRAF2
TRADD,TRAF5
TRAF1,CREBBP
TRAF1,TRAF2
TRAF1,TRAF5
TRAF2,NUP153
TRAF2,TRAF5
TRAF2,WASL
TRIP,CTNNB1
TRIP,EGFR
TRIP,ETS1
TRUSS,APH1A
TRUSS,APP
TRUSS,CTNNB1
TRUSS,IKBKG
TRUSS,MYC
TRUSS,NCOR1
TRUSS,PSEN1
TRUSS,PSEN2
TRUSS,RBX1
TRUSS,RIPK1
TRUSS,TRADD
TRUSS,TRAF2
TRUSS,UBE2D1
TVL1,CASP8
TVL1,KRT7
TVL1,MYC
TVL1,NFYB
TVL1,NFYC
TVL1,RAF1
UBC9,CASP3
UBC9,GAS1
UBC9,JAK2
UBCH5B,BTRC
UBCH5B,CUL1
UBCH5B,RBX1
UBCH5B,STUB1
UBCH5B,SUMO1
UBCH5B,UBE3A
UBCH5C,PPP2CA
UBCH5C,RAN
UBE3A,HDAC1
UBE3A,MCM7
UBE3A,RBBP7
UBE3A,SAP18
UBE3A,SIN3A
UBE3A,TP53
UBE3A,UBE2D1
UBE3A,UBE2L3
UNC5CL,NFKB1
UNC5CL,RELA
UNC5CL,RELB
USP9,CCND1
USP9,SUMO1
USP9,SUMO2
UXT,RPL4
VAV2,ABL1
VAV2,WASL
VAV3,WASL
VIM,CREBBP
VIM,PRKAR1A
WASL,ABL1
WASL,APC
WASL,CRK
WASL,RAC1
WASL,SHC1
WASL,SNX1
WASL,STAT3
YES,ABL1
YES,CBLB
YES,CSK
YES,CTNND1
YES,EGFR
YES,FGR
YES,FYN
YES,LYN
YES,MAPK14
YES,PLCG1
YES,RAC1
YES,SRC
YY1,PAPOLA
ZFHX1B,CREBBP
ZIN,RIPK1
ZIN,STAT3
ZIN,UBE2L3
ZNF216,CDC34
ZNF216,FOXO4
ZNF216,IKBKG
ZNF216,RELA
ZNF216,RIPK1
