# Protein-1,# Protein-2
MAPK14,MEF2A
MAPK14,NCOA3
MAPK14,NFKB1
MAPK14,RAC1
MAPK14,RELA
MAPK14,SHC1
MAPK14,SMAD3
MAPK14,STAT1
MAPK14,STAT3
MAPK14,TAB1
MAPK14,TAB2
MAPK14,TP53
MAPK14,TRAF6
MBP,CDC42
MBP,MBP
MBP,NRAS
MBP,RAC1
MCC,TP53
MCM5,MCM7
MCM5,SMAD2
MCM5,STAT1
MCM5,TFDP1
MCM7,TFDP1
MCM7,TRAF2
MDM2,ABL1
MDM2,AKT1
MDM2,ARRB2
MDM2,CCNA2
MDM2,CDK2
MDM2,CDKN1A
MDM2,HDAC1
MDM2,NUMB
MDM2,PIAS1
MDM2,SUMO1
MDM2,TP53
MDM2,YY1
MEF2A,SMAD3
MEF2C,CASP3
MEF2C,HD
MEF2C,MEF2A
MEF2C,NUP214
MEF2C,SMAD3
MEK1,AKT1
MEK1,CDC42
MEK1,MAPK14
MEK1,PRKCZ
MEK1,RAF1
MEK1,SMAD2
MEK1,SMAD3
MEK2,MAPK14
MEK3,ATF2
MEK3,JUN
MEK3,MAPK14
MEK3,NFKB1
MEK3,PKN1
MEK3,RAC1
MEK3,RIPK1
MEK3,TAB1
MEK3,TAB2
MEK3,TP53
MEK3,TRADD
MEK3,TRAF6
MEK5,BAD
MEK5,FOS
MEK5,JUN
MEK5,MEF2A
MEK5,PRKCI
MEK5,PRKCZ
MEK5,STAT3
MEKK1,ATF2
MEKK1,AXIN1
MEKK1,CASP3
MEKK1,CDC42
MEKK1,CRK
MEKK1,CRKL
MEKK1,FADD
MEKK1,GRB2
MEKK1,JUN
MEKK1,JUNB
MEKK1,MAPK14
MEKK1,NFKB1
MEKK1,RAC1
MEKK1,RELA
MEKK1,RHOA
MEKK1,RIPK1
MEKK1,SMAD2
MEKK1,TRADD
MEKK1,TRAF2
MEKK1,TRAF3
MEKK1,TRAF6
MEKK2,MMP7
MEKK3,CCND1
MEKK3,GRB2
MEKK3,HRAS
MEKK3,MAPK14
MEKK3,NFKB1
MEKK3,NRAS
MEKK3,PRKCA
MEKK3,PRKCD
MEKK3,RAC1
MEKK3,RHOA
MEKK3,RIPK1
MEKK3,TAB1
MEKK3,TAB2
MEKK3,TRADD
MEKK3,TRAF6
MEKK3,WNK1
MET,ABL1
MET,NCK2
MET,PIK3R2
MET,PLCG1
MET,PLCG2
MET,RAN
MET,SHC1
MET,SOCS3
MET,SOS1
MET,SRC
MET,STAT1
MET,STAT3
MET,STAT5A
MET,STAT5B
MET,VAV2
MET,WASL
MFNG,NOTCH2
MIG6,RPL30
MIG6,RPL4
MIG6,RPL6
MIG6,RPL8
MIG6,RPS11
MIG6,UXT
MITF,ID2
MITF,ID3
MITF,MYC
MITF,NCOA3
MIZ1,CCND1
MIZ1,CDKN1A
MIZ1,ITGA6
MIZ1,MYC
MIZ1,NFYA
MIZ1,SHC1
MIZ1,SMAD2
MIZ1,SMAD4
MIZ1,SP1
MKP1,FOS
MKP1,JUN
MKP1,JUNB
MKP1,MAPK14
MKP1,NFKB1
MKP1,PRKCZ
MKP1,RAC1
MKP1,SKP2
MKP1,TP53
MSK1,AP2A1
MSK1,AP2B1
MSK1,ATF2
MSK1,BAD
MSK1,FOS
MSK1,JUN
MSK1,MAPK14
MSK1,NFKB1
MSK1,PRKAR2A
MSK1,RELA
MSK1,SMARCA4
MSK1,STAT1
MSK1,STAT3
MST1R,ABL1
MST1R,CDC25A
MST1R,CRK
MST1R,ERBB2
MST1R,FYN
MST1R,GRB10
MST1R,GRB2
MST1R,JAK1
MST1R,LCK
MST1R,LYN
MST1R,MET
MST1R,PIK3R2
MST1R,PLCG1
MST1R,RAF1
MST1R,SHC1
MST1R,SOCS3
MST1R,SOS1
MST1R,SRC
MST1R,STAT1
MST1R,STAT3
MST1R,STAT5A
MST1R,STAT5B
MST1R,WASL
MTA2,RBBP7
MUPP1,FBXW7
MUPP1,NUMB
MUPP1,RNF4
MUPP1,SHC1
MUPP1,SNW1
MUPP1,SRC
MYB,SMAD2
MYB,SMAD3
MYB,STAT1
MYB,TCF3
MYC,NCOA3
MYC,TCF3
MYF6,TCF12
MYF6,TCF3
MYOD1,ID1
MYOD1,ID2
MYOD1,ID3
MYOD1,MYC
MYOD1,NCOA3
MYOD1,TCF12
MYOD1,TCF3
MYOG,TCF12
MYOG,TCF3
NCK,SNRPD2
NCK2,ABL1
NCK2,PIK3R2
NCK2,PTK2
NCK2,RAF1
NCK2,RBL1
NCK2,SMAD1
NCK2,SMAD2
NCK2,SMAD3
NCK2,SRC
NCK2,STAT1
NCK2,STAT3
NCK2,STAT5A
NCK2,STAT5B
NCK2,TGFB1
NCK2,WASL
NCOA3,TCF3
NFKB2,AKT1
NFKB2,APP
NFKB2,BCL3
NFKB2,CCND1
NFKB2,NFKB1
NFKB2,RELA
NFKB2,SP1
NFKB2,TRAF2
NFKB2,TRAF3
NFKB2,TRAF6
NFYC,NFYA
NGAP,AKT1
NGAP,CAV2
NGAP,CDK7
NGAP,DAB2
NGAP,HRAS
NGAP,NFKB2
NGAP,TRADD
NIK,AKT1
NIK,CASP2
NIK,EIF4E
NIK,FADD
NIK,HSPA8
NIK,MBP
NIK,NFKB1
NIK,NFKB2
NIK,RELA
NIK,RIPK1
NIK,SP1
NIK,TP53
NIK,TRADD
NIK,TRAF2
NIK,TRAF3
NIK,TRAF6
NKD1,AXIN1
NKD1,CTNNB1
NKD1,DKK1
NKD1,DVL2
NKD1,DVL3
NKD1,FOS
NKD1,JUN
NKD1,NLK
NKD1,PPP2CA
NKIRAS1,AKT1
NKIRAS1,BCL3
NKIRAS1,CDC34
NKIRAS1,NFKB1
NKIRAS1,NFKB2
NKIRAS1,RELA
NKIRAS1,TRAF2
NKIRAS1,TRAF6
NKIRAS2,AKT1
NKIRAS2,BCL3
NKIRAS2,CDC34
NKIRAS2,CDK6
NKIRAS2,CTNNB1
NKIRAS2,NFKB1
NKIRAS2,NFKB2
NKIRAS2,PSMD3
NKIRAS2,RELA
NKIRAS2,TRAF2
NKIRAS2,TRAF6
NOTCH1,JAG1
NOTCH1,MFNG
NOTCH2,PLCG1
NOTCH2,PSEN1
NOTCH2,PSEN2
NOTCH2,SMAD3
NOTCH3,CASP3
NOTCH3,NOTCH2
NOTCH4,CASP3
NOTCH4,NOTCH2
NR0B2,KRT18
NR3C1,BAG1
NR3C1,CALR
NR3C1,FOS
NR3C1,HDAC2
NR3C1,HDAC6
NR3C1,JUN
NR3C1,NCOA3
NR3C1,NCOR1
NR3C1,NFKB1
NR3C1,RELA
NR3C1,SMAD4
NR3C1,SMARCA4
NR3C1,SP1
NR3C1,STAT3
NR3C1,STAT5A
NR3C1,STAT5B
NR3C1,TP53
NRAS,NRAS
NRAS,PIK3CB
NRAS,PKN2
NRAS,PRKACA
NRAS,PRKCA
NRAS,PRKCI
NRAS,PRKCZ
NRAS,PSMC1
NRAS,RAF1
NRAS,RALGDS
NRAS,RBL2
NRAS,SOS1
NRAS,SRC
NSMAF,GRB10
NSMAF,TRADD
NSMAF,TRAF2
NUMBL,APP
NUMBL,EPS15
NUMBL,FZD9
NUMBL,NOTCH2
NUMBL,TAB2
NUMBL,TRAF6
NUP153,EPS15
NUP153,ERBB2
NUP153,RANBP9
NUP214,G3BP2
NUP214,SOS1
OTF1,BRCA1
OTF1,NFYA
OTF1,POLR2L
OTF1,SP1
OTF2,MCM5
P70S6K,CUL1
P70S6K,MET
P70S6K,SKP1
P70S6K,SKP2
P70S6K,SMAD4
P204,LYN
PAF53,POLR1A
PAF53,POLR1B
PAK1,AKT1
PAK1,CASP3
PAK1,CDC42
PAK1,FLNA
PAK1,GIT1
PAK1,GRB10
PAK1,GRB2
PAK1,NCK2
PAK1,PXN
PAK1,RAC1
PAK1,RAF1
PAK1,RHOA
PAK6,PRKCZ
PAN2,HDAC1
PAN2,PFDN2
PAN2,TRAF2
PAN2,TRAF6
PAPOLA,CTBP1
PAPOLA,CUL1
PAPOLA,KPNB1
PARD3,PRKCI
PARD3,PRKCZ
PARD3,RAF1
PATZ,NCOR1
PATZ,RNF4
PAX5,CEBPA
PAX5,ELK1
PAX5,ETS1
PAX5,FOXO1A
PAX5,HD
PAX5,JUN
PAX5,KPNA2
PAX5,MCM5
PAX5,MCM7
PAX5,MYB
PAX5,NCOA3
PAX5,PCAF
PAX5,PIAS1
PAX5,PIK3CD
PAX5,RELA
PAX5,SMAD2
PAX5,SMAD3
PAX5,SMAD4
PAX5,STAT1
PAX5,TCF3
PAX5,TP53
PCAF,SMAD1
PCAF,SMAD2
PCAF,SMAD3
PCAF,SMARCA4
PCAF,STAT1
PCAF,TCF3
PCAF,TRAF2
PCAF,ZFHX1B
PEG3,CDC25B
PEG3,GRB10
PEG3,TRAF2
PEG3,UBE3A
PEN2,APH1A
PEN2,APP
PEN2,CTNNB1
PEN2,NOTCH2
PEN2,PSEN1
PEN2,PSEN2
PEN2,TRAF6
PFDN2,SUMO1
PIAS1,NCOA3
PIAS1,PIK3CD
PIAS1,SMAD2
PIAS1,SMAD3
PIAS1,SPEN
PIAS1,STAT1
PIAS1,STAT5A
PIAS1,STAT5B
PIAS1,SUMO2
PIAS3,SMAD1
PIAS3,SMAD2
PIAS3,ZFHX1B
PIAS4,SMAD3
PIAS4,SMARCC2
PIAS4,STAT5A
PIAS4,STAT5B
PIAS4,SUMO1
PIK3CA,AKT1
PIK3CA,AKT2
PIK3CA,BCAR1
PIK3CA,CCND1
PIK3CA,CTNNB1
PIK3CA,ERBB2
PIK3CA,HRAS
PIK3CA,JAK1
PIK3CA,LCK
PIK3CA,LYN
PIK3CA,NRAS
PIK3CA,PIK3R1
PIK3CA,PIK3R2
PIK3CA,PRKCD
PIK3CA,RAC1
PIK3CA,RELA
PIK3CA,SHC1
PIK3CA,SRC
PIK3CA,STAT3
PIK3CA,TP53
PIK3CB,STAT1
PIK3CB,STAT3
PIK3CB,STAT5A
PIK3CD,PSEN1
PIK3CD,PSEN2
PIK3CD,SMAD2
PIK3CD,SMAD3
PIK3CD,STAT1
PIK3CD,TCF3
PIK3CG,CRKL
PIK3CG,CSK
PIK3CG,FYN
PIK3CG,LYN
PIK3CG,MCM5
PIK3CG,SOS1
PIK3CG,STAT5A
PIK3CG,STAT5B
PIK3CG,WASL
PIK3R2,ABL1
PIK3R2,PTK2
PIK3R2,RAF1
PIK3R2,SMAD1
PIK3R2,SMAD2
PIK3R2,SMAD3
PIK3R2,SOCS3
PIK3R2,SOS1
PIK3R2,SRC
PIK3R2,STAT1
PIK3R2,STAT3
PIK3R2,STAT5A
PIK3R2,STAT5B
PIK3R2,WASL
PITPN,ARRB2
PITPN,CAMK2D
PITPN,CRK
PITPN,PLCG1
PKN1,PSEN1
PKN1,RELA
PKN2,PLD2
PKN2,PSEN1
PKN2,WASL
PLCE1,HRAS
PLCE1,PIK3C2B
PLCE1,PIK3CB
PLCE1,PIK3CD
PLCE1,PIK3R1
PLCE1,PLCG1
PLCE1,PLCG2
PLCG1,PLD2
PLCG1,PTK2
PLCG1,SRC
PLCG2,ABL1
PLCG2,SRC
PLD1,ERBB2
PLD1,PLD2
PLD2,RAC1
PLD2,SMAD3
PML,HDAC1
POLR1A,RBX1
POLR2H,BRCA1
POLR2H,POLR1A
POLR2H,POLR2L
POLR2H,STAT5B
PPP2CA,STAT1
PPP2CA,STAT3
PPP2CA,STAT5A
PPP2CA,STAT5B
PPP2R5B,PPP2CA
PRKACA,BAD
PRKACA,CTNNB1
PRKACA,PRKAR1A
PRKACA,PRKAR2A
PRKACA,PRKCA
PRKACA,PSEN1
PRKACA,RELA
PRKAR2A,SMAD1
PRKAR2A,SMAD2
PRKCA,PRKCZ
PRKCA,SRC
PRKCA,STAT5A
PRKCA,STAT5B
PRKCA,TGFBR1
PRKCB,GJA1
PRKCB,JAK1
PRKCB,LCK
PRKCB,PLCG1
PRKCB,PLCG2
PRKCB,PRKCA
PRKCB,RAF1
PRKCB,RHOA
PRKCG,ADD1
PRKCG,APP
PRKCG,BAD
PRKCG,CCNB1
PRKCG,CCNB2
PRKCG,CDC25A
PRKCG,CDC25C
PRKCG,CDC42
PRKCG,CDK2
PRKCG,CRKL
PRKCG,CSK
PRKCG,FGR
PRKCG,FYN
PRKCG,GRB2
PRKCG,KRT18
PRKCG,PARD3
PRKCG,PIK3R2
PRKCG,PLD2
PRKCG,PRKACA
PRKCG,PRKCA
PRKCG,PRKCI
PRKCG,PRKCZ
PRKCG,RAC1
PRKCG,RAF1
PRKCG,SMAD3
PRKCG,SRC
PRKCG,STAT5A
PRKCG,STAT5B
PRKCG,TGFBR1
PRKCL,AKT1
PRKCL,AKT2
PRKCL,BCAR1
PRKCL,CASP3
PRKCL,CASP8
PRKCL,CASP9
PRKCL,CCND1
PRKCL,CD44
PRKCL,CDC42
PRKCL,GRB2
PRKCL,HSPA8
PRKCL,NRAS
PRKCL,PARD3
PRKCL,PRKCZ
PRKCL,RAC1
PRKCL,RAF1
PRKCL,RELA
PRKCL,SF1
PRKCL,SMAD3
PRKCL,TGFBR1
PRKCM,CCNE1
PRKCM,YAP1
PRKCZ,CASP8
PRKCZ,NUP153
PRKCZ,PRKCI
PRKCZ,RAC1
PRKCZ,RAF1
PRKCZ,SMAD2
PRKCZ,SMAD3
PRKCZ,STAT5A
PRKCZ,TGFBR1
PSD95,FYN
PSD95,SRC
PSEN1,CDC42
PSEN1,PSEN2
PSEN1,RAC1
PSEN1,VIM
PSMB5,PSMD12
PSMB5,PSMD4
PSMC1,PSMC2
PSMC1,PSMC3
PSMC1,PSMD1
PSMC1,PSMD12
PSMC1,PSMD13
PSMC1,PSMD3
PSMC1,PSMD4
PSMC1,PSMD7
PSMC1,TRAF6
PSMC2,PSMC3
PSMC2,PSMD1
PSMC2,PSMD12
PSMC2,PSMD13
PSMC2,PSMD3
PSMC2,PSMD4
PSMC2,PSMD7
PSMC2,RAF1
PSMC2,TRAF6
PSMC3,PSMD1
PSMC3,PSMD12
PSMC3,PSMD13
PSMC3,PSMD4
PSMC3,PSMD7
PSMD1,CLTC
PSMD1,PSMD12
PSMD1,PSMD13
PSMD1,PSMD3
PSMD1,PSMD4
PSMD1,PSMD7
PSMD3,COPS3
PSMD3,PSMD12
PSMD3,PSMD13
PSMD3,PSMD4
PSMD3,PSMD7
PSMD4,PSMD12
PSMD4,PSMD13
PSMD4,PSMD7
PSMD4,RELA
PSMD4,SUMO2
PSMD4,TRAF2
PSMD7,PSMD12
PSMD7,PSMD13
PSMD12,NFKB2
PSMD12,PSMD13
PSMD12,RIPK1
PSMD12,TRADD
PSMD13,ANAPC5
PSMD13,PSMB5
PTEN,CRKL
PTEN,CSK
PTEN,DVL3
PTEN,FGR
PTEN,FYN
PTEN,HDAC1
PTEN,HDAC2
PTEN,LYN
PTEN,PIK3CD
PTEN,RAF1
PTEN,RPL8
PTEN,STAT5A
PTEN,STAT5B
PTK2,ABL1
PTK2,SHC1
PTK2,SOCS3
PTK2,SRC
PTK2,STAT1
PTK2,STAT3
PTK2,STAT5A
PTK2,STAT5B
PTK6,ABL1
PTK6,CRK
PTK6,CRKL
PTK6,CSK
PTK6,ERBB2
PTK6,FGR
PTK6,FYN
PTK6,GRB10
PTK6,GRB2
PTK6,GRB7
PTK6,JAK1
PTK6,LCK
PTK6,LYN
PTK6,MET
PTK6,NCK2
PTK6,PIK3R2
PTK6,PLCG1
PTK6,PLCG2
PTK6,PTK2
PTK6,SHC1
PTK6,SOCS3
PTK6,SOCS5
PTK6,SRC
PTK6,STAT1
PTK6,STAT3
PTK6,STAT5A
PTK6,STAT5B
PTK6,VAV2
PTPN12,PRKAR1A
PTPN12,SOS1
PTPN12,SRC
PTPN12,STAT1
PTPN12,STAT5A
PTPN12,STAT5B
PTPN12,STUB1
PTPN12,WASL
PTP-SL,KPNA6
PTP-SL,MAPK14
PTP-SL,PRKACA
PYK2,ABL1
PYK2,CAMK2D
PYK2,CRK
PYK2,HRAS
PYK2,PRKCA
PYK2,PXN
PYK2,SRC
RAB5,AKT1
RAB5,APPL2
RAB5,CAV1
RAB5,CTNNB1
RAB5,EPS8
RAB5,MAPK14
RAB5,PIK3R1
RAB23,EPS8
RAC1,SMAD2
RAC1,SMAD3
RAC3,DVL3
RAC3,PLD2
RAC3,WASL
RACK1,FYN
RACK1,GRB2
RACK1,HRAS
RACK1,NSMAF
RACK1,PRKCA
RACK1,PRKCD
RACK1,RPL4
RACK1,RPS13
RACK1,SDC2
RACK1,SHC1
RACK1,SOS1
RACK1,SRC
RAD54L2,DYRK1A
RAD54L2,PKN1
RAD54L2,SUMO1
RAD54L2,SUMO2
RAF1,CDC25C
RAF1,PAPOLA
RAF1,PRKACA
RAF1,PRKAR1A
RAF1,PRKCI
RAF1,RHOA
RAF1,SF1
RAF1,SMAD2
RAF1,SMAD4
RAF1,SRC
RAF1,STAT1
RAF1,STAT3
RAF1,STAT5A
RAF1,STAT5B
RAF1,TCF3
RAF1,TP53
RAI,JUP
RAI,NFKB1
RAI,RELA
RAI,SP1
RAI,TP53
RAIDD,CASP2
RAIDD,CASP8
RAIDD,CASP9
RAIDD,DAXX
RAIDD,FADD
RAIDD,GRB10
RAIDD,NFKB1
RAIDD,RIPK1
RAIDD,TP53
RAIDD,TRADD
RAIDD,TRAF2
RALBP1,ABL1
RALBP1,CDC42
RALBP1,CSK
RALBP1,FGR
RALBP1,FYN
RALBP1,JAK1
RALBP1,LCK
RALBP1,LYN
RALBP1,MTIF2
RALBP1,NRAS
RALBP1,RAC1
RALBP1,RALB
RALBP1,RAN
RALBP1,RHOA
RAN,HDAC1
RAN,NUP214
RAN,RANBP9
RAN,RELA
RAN,SUMO1
RANK,AKT1
RANK,FHL2
RANK,FOS
RANK,NFKB1
RANK,RPS11
RANK,SRC
RANK,TAB2
RANK,TRAF2
RANK,TRAF3
RANK,TRAF5
RANK,TRAF6
RAP30,CCNH
RAP30,CDK9
RAP30,POLR2L
RAP74,CDK9
RB,FHL2
RBL1,SMAD1
RBL1,SMAD2
RBL1,SMAD3
RBL1,SMURF2
RBL1,SP1
RBL1,TGFBR1
RBL1,TP53
RBL1,ZFHX1B
RBL2,RELA
RBL2,SP1
RBPSUH,CTBP1
RBPSUH,CTBP2
RBPSUH,FHL1
RBPSUH,HDAC1
RBPSUH,HDAC2
RBPSUH,JAG1
RBPSUH,MAML1
RBPSUH,NFKB1
RBPSUH,NOTCH2
RBPSUH,POFUT1
RBPSUH,SNW1
RBPSUH,SPEN
RBX1,ANAPC2
RBX1,ZNF259
REL,PKN1
REL,RBL2
REL,RELA
RELA,PRKCI
RELA,SMAD2
RELA,SMAD3
RELA,SP1
RELA,SRC
RELA,STAT1
RELA,STAT3
RELA,STAT5A
RELA,STAT5B
RELA,TBK1
RELA,TCF3
RELA,TP53
RELB,HDAC1
RELB,KPNA2
RELB,PIAS1
RELB,PIAS4
RELB,PRKCI
RELB,RELA
RELB,STAT5A
RELB,STAT5B
REPS1,CRK
REPS1,GRB2
REPS1,RALB
REPS1,RALBP1
REPS2,CRKL
REQ,CASP7
REQ,FADD
REQ,FHL2
REQ,SMARCE1
RGS16,CCNB1
RGS16,IQGAP2
RGS16,PRKCI
RGS16,PRKCZ
RGS16,RELA
RHOA,PRKAR1A
RHOA,SMAD1
RHOA,SMAD2
RHOA,SMAD3
RHOA,TGFB1
RIP2,AKT1
RIP2,CDC42
RIP2,PTK2
RIP2,RAC1
RIP2,RHOA
RIP2,SRC
RIP140,CTBP1
RIP140,NCOR1
RIP140,SIN3A
RIPK1,NFKB2
RIPK1,STAT1
RIPK1,TRADD
RIPK1,TRAF2
RKIP,CDH1
RKIP,CDK2
RKIP,NFKB1
RKIP,PRKCA
RKIP,PRKCD
RKIP,PRKCZ
RKIP,RAF1
RKIP,SPRED1
RKIP,TRAF6
RKIP,YY1
RNF4,UBE2E1
ROCK1,FYN
ROCK1,LYN
ROCK1,PSEN1
ROCK1,RBL1
ROCK1,TBK1
ROR2,ABL1
ROR2,FYN
ROR2,GRB2
ROR2,PIK3R2
ROR2,SOCS3
ROR2,SOCS5
ROR2,STAT3
RPA5,POLR1A
RPA5,POLR1B
RPA5,POLR1D
RPA5,POLR2L
RPL4,RPL8
RPL4,STAT5A
RPL6,RPL8
RPL8,SOCS3
RSK1,AP2A1
RSK1,AP2B1
RSK1,BAD
RSK1,FOS
RSK1,GRB2
RSK1,HRAS
RSK1,NRAS
RSK1,PRKAR2A
RSK2,ELK1
RSK2,ETS1
RSK2,NRAS
RSK3,AP2A1
RSK3,AP2B1
RSK3,BAD
RSK3,EIF4E
RSK3,FOS
RSK3,HRAS
RSK3,JUN
RSK3,NRAS
RSK3,PRKCA
RTKN,AKT1
RTKN,CDC42
RTKN,PKN1
RTKN,RAC1
RTKN,RHOA
RTKN,SNX2
SALL1,CDC25C
SALL1,SIN3A
SALL1,SP1
SAM68,CD44
SAM68,CRK
SAM68,CSK
SAM68,FYN
SAM68,GRB10
SAM68,GRB2
SAM68,LCK
SAM68,LYN
SAM68,PIK3R1
SAM68,PIK3R2
SAM68,PLCG1
SAM68,PRMT1
SAM68,SRC
SAM68,STAT3
SAP97,ADAM10
SAP97,CDK2
SAP97,SRC
SAP97,UBE3A
SCF,APH1A
SCF,BRCA1
SCF,CTNNB1
SCF,CUL1
SCF,FBXW7
SCF,RBX1
SCF,SKP1
SCF,SKP2
SCF,UBE2L3
SENP1,HDAC1
SENP1,LRP6
SENP1,MTA2
SENP1,PIAS1
SENP1,PIAS4
SENP1,RNF4
SENP1,SUMO1
SENP1,SUMO2
SF1,PRKCI
SH2D3C,BCAR1
SH2D3C,EIF4E
SH2D3C,G3BP2
SH2D3C,SRC
SH3GL3,CTBP1
SH3GL3,HIP1
SH3GL3,MET
SH3GL3,SRC
SH3GL3,WASL
SHC1,SRC
SHIP,CRKL
SHIP,GRB2
SHIP,HRAS
SHIP,JAK1
SHIP,LYN
SHIP,MET
SHIP,PIK3C2B
SHIP,PIK3CA
SHIP,PIK3CB
SHIP,PIK3CD
SHIP,PIK3R1
SHIP,PIK3R2
SHIP,RAF1
SHIP,SHC1
SHIP2,AKT1
SHIP2,AKT2
SHIP2,BCAR1
SHIP2,CRK
SHIP2,GRB2
SHIP2,MET
SHIP2,PIK3R1
SHIP2,PIK3R2
SHIP2,PLCG1
SHIP2,PLCG2
SHIP2,SHC1
SHIP2,SRC
SHOC2,NRAS
SHOC2,PAPOLA
SHOC2,RAF1
SHP2,AKT1
SHP2,CEACAM1
SHP2,ERBB2
SHP2,FYN
SHP2,GRB2
SHP2,HRAS
SHP2,JAK1
SHP2,MET
SHP2,NRAS
SHP2,PIK3R1
SHP2,PIK3R2
SHP2,PTK2
SHP2,PXN
SHP2,SOCS3
SHP2,SOS1
SHP2,STAT1
SHP2,STAT3
SHP2,STAT5A
SIN3A,SMARCC2
SIN3A,SP1
SIN3A,SPEN
SIN3A,YY1
SINK,AKT1
SINK,AKT2
SINK,ATF2
SINK,ATF3
SINK,PPP2CA
SINK,RELA
SKI,ETS1
SKI,FOXO1A
SKI,HIPK2
SKI,PIAS1
SKI,PIAS4
SKI,SMAD1
SKI,SMAD2
SKI,SMAD3
SKI,SMAD4
SKI,SMURF2
SKIL,SMAD1
SKIL,SMAD2
SKIL,SMAD3
SKIL,SMURF2
SKP1,AXIN1
SKP1,CCNA2
SKP1,CDK2
SKP1,CDKN1A
SKP1,CTNNB1
SKP1,FBXW7
SKP1,NFKB1
SKP1,PSMC2
SKP1,PSMD12
SKP1,RBX1
SKP1,SKP2
SMAD1,COPS5
SMAD1,NUP153
SMAD1,NUP214
SMAD1,RAN
SMAD1,SMAD2
SMAD1,SMAD3
SMAD1,SMAD4
SMAD1,SMURF2
SMAD1,SP1
SMAD1,STUB1
SMAD1,TCF8
SMAD1,TGFB1
SMAD1,TGFBR1
SMAD1,TGFBR2
SMAD1,TP53
SMAD1,VIM
SMAD1,ZFHX1B
SMAD2,NCOA3
SMAD2,NUP153
SMAD2,NUP214
SMAD2,RAN
SMAD2,SMAD3
SMAD2,SMAD4
SMAD2,SMURF2
SMAD2,SP1
SMAD2,SPEN
SMAD2,STAT1
SMAD2,STAT3
SMAD2,STAT5A
SMAD2,STUB1
SMAD2,TCF3
SMAD2,TCF8
SMAD2,TGFB1
SMAD2,TGFBR1
SMAD2,TGFBR2
SMAD2,TP53
SMAD2,VIM
SMAD2,YY1
SMAD2,ZFHX1B
SMAD3,NCOA3
SMAD3,NUP153
SMAD3,NUP214
SMAD3,PRKCI
SMAD3,RAN
SMAD3,SMAD4
SMAD3,SMURF2
SMAD3,SP1
SMAD3,SPEN
SMAD3,STAT1
SMAD3,STAT3
SMAD3,STUB1
SMAD3,TCF3
SMAD3,TCF8
SMAD3,TGFB1
SMAD3,TGFBR1
SMAD3,TGFBR2
SMAD3,TP53
SMAD3,UBE2E1
SMAD3,ZFHX1B
SMAD4,SMURF2
SMAD4,STAT1
SMAD4,TCF3
SMAD4,TGFB1
SMAD4,TGFBR1
SMAD4,TP53
SMAD6,ARF4
SMAD6,FBXW7
SMAD7,RAF1
SMAD7,SMAD1
SMAD7,SMAD2
SMAD7,SMAD3
SMAD7,TGFB1
SMARCB1,CCND1
SMARCB1,CCNE1
SMARCB1,CDKN1A
SMARCB1,HDAC1
SMARCB1,MYC
SMARCB1,NCOR1
SMARCB1,SIN3A
SMARCB1,SMARCA4
SMARCB1,SMARCC1
SMARCB1,SMARCC2
SMARCB1,SMARCE1
SMARCB1,TP53
SMARCB1,VIM
SMARCC1,FOXO1A
SMARCC1,HDAC1
SMARCC1,HDAC2
SMARCC1,HDAC6
SMARCC1,MYB
SMARCC1,NCOR1
SMARCC1,NFYA
SMARCC1,PCAF
SMARCC1,SMARCA4
SMARCC1,TCF8
SMARCC2,SMARCA4
SMARCC2,SMARCC1
SMOH,ABL1
SMOH,ARRB2
SMOH,CCND1
SMOH,CSNK1A1
SMOH,HIP1
SMOH,NUMB
SMOH,PRKAR2A
SMOH,RAB23
SMRT,CTBP1
SMRT,NCOR1
SMRT,SIN3A
SMURF1,CAV1
SMURF1,CDC42
SMURF1,HDAC1
SMURF1,MET
SMURF1,RHOA
SMURF1,SMAD1
SMURF1,SMAD2
SMURF1,SMAD3
SMURF1,SMAD4
SMURF1,SMURF2
SMURF1,TGFBR1
SMURF1,TGFBR2
SMURF2,NUP214
SMURF2,RAN
SNCA,BCAR1
SNCA,CASP3
SNCA,CDC25A
SNCA,CRKL
SNCA,CSK
SNCA,FGR
SNCA,FYN
SNCA,HDAC1
SNCA,HDAC2
SNCA,IQGAP2
SNCA,LYN
SNCA,PRKCI
SNCA,RAF1
SNCA,RELA
SNIP1,KPNA6
SNW1,CDK9
SNW1,MYC
SNW1,NOTCH2
SNW1,RBL1
SNW1,RBL2
SNW1,SMAD2
SNW1,SMAD3
SNX1,EPS15
SNX1,HGS
SNX1,RAC1
SNX1,SNX2
SNX1,SNX6
SNX4,ABL1
SNX4,AKT1
SNX4,CDK9
SNX4,CSK
SNX4,FGR
SNX4,FYN
SNX4,JAK1
SNX4,LYN
SNX4,RIPK1
SNX4,SOS1
SNX4,SRC
SNX6,JAK1
SOCS1,CRKL
SOCS1,ERBB2
SOCS1,FYN
SOCS1,GRB2
SOCS1,GRB7
SOCS1,LYN
SOCS1,NCK2
SOCS1,PIK3R2
SOCS1,SOCS3
SOCS1,STAT1
SOCS1,STAT3
SOCS1,STAT5A
SOCS1,STAT5B
SOCS3,ABL1
SOCS3,NUP153
SOCS3,RAN
SOCS3,SRC
SOCS3,STAT1
SOCS3,STAT3
SOCS3,STAT5A
SOCS3,STAT5B
SOCS5,STAT5A
SOCS5,STAT5B
SOCS6,ABL1
SOCS6,CSK
SOCS6,ERBB2
SOCS6,FES
